Timestamp,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8
1763470579.1465425,0,-1,-1,0,1,-1,-1,0
1763470579.1554453,-2,-2,-2,-2,1,-2,-1,0
1763470579.170169,-1,0,-1,0,0,0,-1,-1
1763470579.1927874,-1,-1,-1,-3,-3,-2,-1,-1
1763470579.2064688,-1,-3,-1,0,0,-1,-1,-1
1763470579.222796,0,-1,-4,-3,-3,0,-2,-1
1763470579.2302446,-1,1,-1,-2,1,2,-1,-3
1763470579.2527285,-1,0,0,-4,-3,-2,-1,-2
1763470579.2663796,-1,-3,1,-1,-3,0,-1,-2
1763470579.2754643,-1,-1,-2,-3,1,0,0,-1
1763470579.2903478,-1,0,-2,-3,-6,0,-1,0
1763470579.3126702,-1,-2,-1,4,-4,1,-1,-1
1763470579.326581,-1,0,-1,0,-2,-2,-2,-2
1763470579.3353374,0,-1,2,-2,-4,-2,-2,-2
1763470579.350383,0,0,-2,-3,-4,-3,-1,0
1763470579.3728414,-1,-1,-3,3,8,0,1,1
1763470579.386361,-1,-2,1,0,0,-3,-1,-1
1763470579.4028754,-2,-1,-1,-5,-4,-2,-1,0
1763470579.4101958,0,-3,-2,-8,-2,-1,-2,0
1763470579.4324772,-1,1,-1,4,4,0,-1,-1
1763470579.4403117,0,0,-1,0,-1,-1,0,0
1763470579.4463532,-3,0,0,-4,-3,-1,-1,0
1763470579.4553213,-2,-1,-2,-2,1,-2,-2,-1
1763470579.4702811,0,-1,-1,-1,-5,-1,-1,-3
1763470579.5003443,-1,-2,-4,-2,-2,-1,0,-1
1763470579.515231,0,-1,-3,0,2,2,-2,1
1763470579.530314,-1,-1,1,1,1,-3,-1,-1
1763470579.5540106,-1,-1,-3,-4,-3,-2,-2,-1
1763470579.5753355,-1,0,-1,9,12,-1,-2,-1
1763470579.5903373,-1,-1,-1,-6,-4,-3,-2,0
1763470579.6128812,-2,-2,1,-2,0,-2,-1,-1
1763470579.6351335,-5,-18,-26,-9,-10,-3,-4,-5
1763470579.64952,2,14,30,10,12,-1,2,0
1763470579.6564329,8,-17,-11,-12,-21,18,1,-1
1763470579.6726894,-4,13,-10,4,25,4,-1,-1
1763470579.6951349,-2,-7,5,5,23,9,1,-1
1763470579.7096286,1,6,-6,-3,-28,-18,4,2
1763470579.7163484,-1,0,-2,1,-8,-15,-4,4
1763470579.7332177,-9,-8,3,0,-6,4,22,12
1763470579.7558494,6,3,-3,-7,-6,1,-2,-6
1763470579.7687783,-4,-5,3,2,24,7,-11,-4
1763470579.7777803,0,1,-7,-7,5,-6,0,-3
1763470579.7929158,7,-2,0,-9,-23,22,3,2
1763470579.8227973,2,-5,-3,-2,-14,-5,-7,-1
1763470579.8287752,0,6,10,-1,-14,-11,-3,-3
1763470579.8377657,-2,-4,0,-4,18,-15,-3,-1
1763470579.8526561,1,-2,-5,-4,9,11,-4,-3
1763470579.8753293,-2,-2,3,-1,-12,2,1,-2
1763470579.888932,-6,-5,-8,-12,-36,-22,15,0
1763470579.897821,1,4,-1,-7,-29,-6,-6,4
1763470579.9128416,-7,-7,-6,7,5,9,1,5
1763470579.9352558,0,0,-5,0,5,-5,-25,-35
1763470579.9488375,-2,-1,0,-3,37,-13,-3,-49
1763470579.9639244,-14,-10,-6,-13,11,-55,-44,-26
1763470579.9728038,7,-3,-11,-21,-28,-18,-65,38
1763470579.9951715,4,5,7,2,5,-47,-24,-42
1763470580.008794,-19,-6,3,7,14,-3,14,-19
1763470580.018109,-6,8,34,75,46,-25,8,-1
1763470580.0402474,12,3,-7,-8,-37,-27,83,28
1763470580.055323,-12,1,5,25,-29,3,-8,57
1763470580.0687742,19,9,-1,-16,40,26,34,-28
1763470580.0853083,-2,1,1,-2,-11,35,-14,36
1763470580.1002414,-16,-3,10,61,49,51,-12,83
1763470580.115535,5,0,16,-40,-31,24,-32,47
1763470580.1293707,29,16,12,-2,-38,-18,-22,5
1763470580.1456833,-7,-16,-13,-11,-5,-97,-68,31
1763470580.1528249,-24,-9,-7,9,-26,-5,-10,-85
1763470580.1751487,-19,4,12,-11,16,-48,4,48
1763470580.1888428,14,90,-2,31,5,54,44,22
1763470580.197949,9,108,24,-54,-11,-40,21,29
1763470580.2128246,17,1,-5,1,54,0,-16,-53
1763470580.2353458,-9,-127,-4,-57,-5,31,-37,-63
1763470580.2492635,17,17,-9,-36,-13,-48,37,45
1763470580.2646544,-9,-8,-20,-62,17,-29,-75,-71
1763470580.2730243,-16,11,-5,2,19,-67,-25,-85
1763470580.2952874,-16,-17,-62,-12,49,93,0,-54
1763470580.3092027,9,-22,3,-10,-29,-24,-13,-7
1763470580.318156,-7,-6,3,23,-7,33,-39,-12
1763470580.3332305,-15,-12,-25,-70,-8,35,65,-74
1763470580.3557904,-2,2,31,44,-23,-34,-38,19
1763470580.361681,-7,-1,20,26,-2,-55,-10,-57
1763470580.3691819,-5,7,17,6,-15,8,12,83
1763470580.378307,-7,4,12,14,-41,-31,20,-29
1763470580.3929088,-13,6,1,44,7,-6,-17,19
1763470580.4231892,-12,1,2,16,-10,-40,-4,-76
1763470580.4376712,-9,18,1,-3,21,-33,-10,46
1763470580.4524112,9,-4,5,22,41,17,28,22
1763470580.458986,8,-8,-19,-29,7,30,60,52
1763470580.4753537,30,14,5,20,-15,41,21,-33
1763470580.5053284,-10,9,-5,-43,-1,24,19,-17
1763470580.5118012,-24,1,-19,8,2,-13,-2,23
1763470580.5204012,-11,-3,-21,-15,-9,-16,9,21
1763470580.5353222,14,-3,9,-4,-31,-65,-19,2
1763470580.557507,15,-20,4,-1,-10,10,-7,-2
1763470580.5726802,-10,11,0,-23,-14,4,0,-65
1763470580.578846,-14,-6,-26,-33,27,34,-23,-75
1763470580.5951767,5,2,1,-53,-14,-93,2,76
1763470580.6177483,-14,11,-7,-15,-26,-30,-45,-50
1763470580.6320558,9,6,15,30,-8,58,39,5
1763470580.6388276,16,4,-13,1,10,23,6,90
1763470580.655223,-2,-3,0,9,-21,-19,-38,-70
1763470580.6780243,-19,-15,-23,-36,-27,-45,-46,-31
1763470580.6922765,-8,-1,0,32,-47,22,-5,-48
1763470580.6991072,10,-5,-3,-7,19,61,-2,57
1763470580.7153056,-21,7,-2,-2,-35,-7,62,-96
1763470580.7383785,1,-4,-10,1,47,-2,-4,78
1763470580.7522082,8,-4,6,59,0,42,12,11
1763470580.7593567,-5,2,-5,59,-8,78,17,-19
1763470580.7767425,-9,-17,-27,-37,-38,24,8,54
1763470580.7977786,12,-2,9,7,36,-27,-20,16
1763470580.812025,10,-14,-15,-1,3,-13,2,-44
1763470580.8190825,-15,5,14,-7,-5,-48,1,-47
1763470580.83532,3,0,-4,-20,13,-14,-11,12
1763470580.8577943,-18,-8,-3,12,28,-22,-26,-8
1763470580.8720934,13,-3,23,45,22,28,31,28
1763470580.878885,-3,7,12,-5,-13,-21,-2,-11
1763470580.8954482,3,-3,-15,-21,14,1,-1,17
1763470580.9179027,8,4,-2,15,1,4,-24,-6
1763470580.9403834,0,-10,6,-7,-38,8,20,-33
1763470580.9545467,1,10,3,-28,-8,2,20,58
1763470580.976981,-11,6,12,1,-12,-86,-49,-15
1763470581.000223,-3,-5,8,37,-10,44,11,5
1763470581.0145977,-9,-2,-13,-49,-33,62,40,-25
1763470581.0371444,4,-13,-2,-23,-21,-59,-25,17
1763470581.0595095,5,-8,-24,-14,22,-38,-6,-15
1763470581.0746088,0,20,21,25,-16,-18,-36,-22
1763470581.0972052,-22,-15,-22,-30,10,40,-28,-8
1763470581.1201317,11,7,11,14,8,38,33,20
1763470581.1345613,-2,8,9,17,-11,6,-15,-22
1763470581.1571684,17,4,22,-15,-11,7,-4,72
1763470581.1794987,16,-1,-17,-13,29,-8,5,45
1763470581.1946867,0,8,1,-31,6,-28,-13,-24
1763470581.217222,17,6,6,-36,44,32,30,47
1763470581.2396345,3,-6,2,45,-1,47,35,14
1763470581.2545774,-27,-11,2,17,-50,-59,10,-83
1763470581.2770565,-9,0,2,4,12,20,-15,-37
1763470581.2996402,4,4,8,14,11,-21,27,-13
1763470581.3145661,5,-9,-8,19,8,-19,58,-36
1763470581.3379817,5,-1,-2,18,-3,-11,-25,42
1763470581.3595507,3,6,4,-16,6,-8,-17,65
1763470581.374686,-5,-1,6,16,13,46,-14,-8
1763470581.3977387,-21,-7,1,12,-11,32,-9,-30
1763470581.4195487,-2,-6,-29,-61,-19,-25,-39,-60
1763470581.4428055,1,11,5,10,40,13,39,-72
1763470581.4571142,-8,-10,-7,-11,18,-26,-26,-2
1763470581.487717,-6,2,3,16,-28,-10,-7,14
1763470581.494675,26,8,14,56,33,43,28,-14
1763470581.517279,-7,-7,-9,-8,-24,-13,-15,-12
1763470581.5408173,-2,-8,-9,-15,-14,39,-24,-23
1763470581.5544932,0,-8,1,9,-20,9,31,124
1763470581.5786762,-6,-9,-2,-46,-31,-32,-13,10
1763470581.607736,-11,-1,-4,21,-33,8,30,-36
1763470581.614594,1,-5,-7,-28,43,55,20,-6
1763470581.6370661,17,9,-2,-32,7,11,-30,-2
1763470581.6594765,-6,6,19,15,11,-13,-18,0
1763470581.6745915,-8,-12,-20,7,42,10,0,-43
1763470581.6970277,-4,5,-5,21,28,7,4,51
1763470581.7194731,4,-2,-21,-11,20,21,0,-21
1763470581.7345858,0,-5,12,-10,-37,1,-16,-45
1763470581.7653382,-7,3,13,-9,-22,-30,-7,-12
1763470581.7795372,-8,-8,-24,-34,-11,-31,25,79
1763470581.794571,5,4,16,28,-50,-67,-35,-13
1763470581.8171632,-12,-4,0,-7,-5,38,9,-31
1763470581.8396692,-7,6,13,27,7,-10,0,12
1763470581.8545375,11,-2,-5,-7,-23,-44,-2,-4
1763470581.8853483,-19,-18,-32,-10,44,45,-37,-67
1763470581.90775,-16,6,6,-44,-2,-19,6,16
1763470581.9141674,0,9,2,39,31,-11,26,101
1763470581.9222565,-2,-8,-9,-17,7,-32,-47,-38
1763470581.9370503,16,3,3,-15,-7,-39,-6,61
1763470581.960074,10,-4,0,44,12,21,-4,-85
1763470581.974789,8,-6,-4,-19,10,-5,0,-42
1763470581.9821932,7,-4,-5,5,10,-4,-10,7
1763470581.9970238,-8,8,8,-37,-1,21,12,55
1763470582.019742,6,-2,-6,-3,3,-49,-29,-30
1763470582.0429544,-11,-7,-1,1,-28,-7,-22,-24
1763470582.056977,13,6,9,17,-23,-4,16,20
1763470582.0796227,9,-1,-23,-20,-20,22,18,-3
1763470582.095513,-3,-5,3,44,-2,13,14,-10
1763470582.1021855,-16,2,14,-37,17,42,17,19
1763470582.1170814,-10,-9,-36,-78,9,0,15,7
1763470582.1395469,4,7,26,23,2,-14,-22,-11
1763470582.1538994,-1,-7,-9,8,-48,-39,-14,-16
1763470582.1621013,-1,3,18,18,-14,-19,-3,39
1763470582.17726,-25,-4,-5,-34,-9,3,14,-21
1763470582.1995497,11,7,31,57,35,73,16,51
1763470582.213909,2,5,14,-3,-41,-4,-22,-34
1763470582.2221012,3,-10,-12,7,16,-51,12,-10
1763470582.2370522,-5,0,4,1,-38,-58,-16,28
1763470582.259515,-5,-1,3,14,20,56,16,-28
